Institute_Type,College_Code,College_Name,CAP_Seats,Choice_Code,Course_Name,SI,MS_Seats,Minority_Seats,All_India,Institute_Seats,Orphan,Row_Type,OPEN_G,OPEN_L,SC_G,SC_L,ST_G,ST_L,VJ/DT_G,VJ/DT_L,NTB_G,NTB_L,NTC_G,NTC_L,NTD_G,NTD_L,OBC_G,OBC_L,SEBC_G,SEBC_L,Total_G+L
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200824210,Computer Science and Engineering,60,60,0,0,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200824210,Computer Science and Engineering,60,60,0,0,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200824210,Computer Science and Engineering,60,60,0,0,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200824610,Information Technology,60,60,0,0,0,1,State Level,16,6,5,2,3,2,2,0,1,0,2,1,1,0,6,3,3,2,55
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200824610,Information Technology,60,60,0,0,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200824610,Information Technology,60,60,0,0,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200824610,Information Technology,60,60,0,0,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200829310,Electrical Engineering,60,60,0,0,0,1,State Level,14,7,5,3,3,1,1,1,1,1,1,0,1,1,7,2,5,1,55
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200829310,Electrical Engineering,60,60,0,0,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200829310,Electrical Engineering,60,60,0,0,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200829310,Electrical Engineering,60,60,0,0,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200837210,Electronics and Telecommunication Engg,60,60,0,0,0,1,State Level,16,6,5,2,3,1,1,0,2,0,1,1,1,0,7,3,4,2,55
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200837210,Electronics and Telecommunication Engg,60,60,0,0,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200837210,Electronics and Telecommunication Engg,60,60,0,0,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200837210,Electronics and Telecommunication Engg,60,60,0,0,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200861210,Mechanical Engineering,60,60,0,0,0,1,State Level,15,7,6,2,3,1,1,1,0,1,2,0,1,0,6,3,4,2,55
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200861210,Mechanical Engineering,60,60,0,0,0,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200861210,Mechanical Engineering,60,60,0,0,0,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government Autonomous,02008,"Government College of Engineering,  Chhatrapati Sambhajinagar",60,0200861210,Mechanical Engineering,60,60,0,0,0,1,EWS,,,,,,,,,,,,,,,,,,,6
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202019110,Civil Engineering,60,58,0,0,2,1,State Level,15,6,5,2,2,2,1,0,2,0,1,1,1,0,6,3,4,2,53
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202019110,Civil Engineering,60,58,0,0,2,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202019110,Civil Engineering,60,58,0,0,2,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202019110,Civil Engineering,60,58,0,0,2,1,EWS,,,,,,,,,,,,,,,,,,,6
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",118,0202024210,Computer Science and Engineering,120,118,0,0,2,1,State Level,30,13,9,4,6,2,3,1,2,1,3,1,2,1,14,6,7,2,107
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",118,0202024210,Computer Science and Engineering,120,118,0,0,2,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",118,0202024210,Computer Science and Engineering,120,118,0,0,2,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",118,0202024210,Computer Science and Engineering,120,118,0,0,2,1,EWS,,,,,,,,,,,,,,,,,,,12
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202024610,Information Technology,60,58,0,0,2,1,State Level,15,6,5,3,3,1,1,1,0,1,1,0,0,1,6,3,4,2,53
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202024610,Information Technology,60,58,0,0,2,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202024610,Information Technology,60,58,0,0,2,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202024610,Information Technology,60,58,0,0,2,1,EWS,,,,,,,,,,,,,,,,,,,6
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202029310,Electrical Engineering,30,28,0,0,2,0,State Level,7,4,3,0,1,1,0,0,1,0,1,1,0,0,5,1,2,1,28
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202029310,Electrical Engineering,30,28,0,0,2,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202029310,Electrical Engineering,30,28,0,0,2,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202029310,Electrical Engineering,30,28,0,0,2,0,EWS,,,,,,,,,,,,,,,,,,,3
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",118,0202037210,Electronics and Telecommunication Engg,120,118,0,0,2,1,State Level,30,13,9,4,7,2,3,1,2,1,3,1,2,0,14,6,6,3,107
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",118,0202037210,Electronics and Telecommunication Engg,120,118,0,0,2,1,PWD,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",118,0202037210,Electronics and Telecommunication Engg,120,118,0,0,2,1,DEF,2,1,0,0,0,0,0,1,1,5,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",118,0202037210,Electronics and Telecommunication Engg,120,118,0,0,2,1,EWS,,,,,,,,,,,,,,,,,,,12
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",38,0202046610,Instrumentation Engineering,40,38,0,0,2,0,State Level,9,4,3,2,1,1,0,1,1,0,1,0,0,1,5,3,3,1,36
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",38,0202046610,Instrumentation Engineering,40,38,0,0,2,0,PWD,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",38,0202046610,Instrumentation Engineering,40,38,0,0,2,0,DEF,1,0,0,0,0,0,0,0,0,1,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",38,0202046610,Instrumentation Engineering,40,38,0,0,2,0,EWS,,,,,,,,,,,,,,,,,,,4
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202050710,Chemical Engineering,30,28,0,0,2,0,State Level,8,3,3,1,1,1,1,0,0,0,0,1,0,0,4,2,2,1,28
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202050710,Chemical Engineering,30,28,0,0,2,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202050710,Chemical Engineering,30,28,0,0,2,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202050710,Chemical Engineering,30,28,0,0,2,0,EWS,,,,,,,,,,,,,,,,,,,3
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202060610,Production Engineering,60,58,0,0,2,1,State Level,15,6,5,2,3,1,1,0,1,1,2,0,1,0,7,2,4,2,53
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202060610,Production Engineering,60,58,0,0,2,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202060610,Production Engineering,60,58,0,0,2,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202060610,Production Engineering,60,58,0,0,2,1,EWS,,,,,,,,,,,,,,,,,,,6
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202061210,Mechanical Engineering,60,58,0,0,2,1,State Level,15,6,5,3,3,1,1,1,1,0,1,1,2,0,5,3,4,1,53
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202061210,Mechanical Engineering,60,58,0,0,2,1,PWD,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202061210,Mechanical Engineering,60,58,0,0,2,1,DEF,1,0,0,0,0,0,0,1,0,2,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",58,0202061210,Mechanical Engineering,60,58,0,0,2,1,EWS,,,,,,,,,,,,,,,,,,,6
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202089610,Textile Technology,30,28,0,0,2,0,State Level,7,4,3,0,1,1,1,0,1,0,1,0,0,0,5,1,2,1,28
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202089610,Textile Technology,30,28,0,0,2,0,PWD,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202089610,Textile Technology,30,28,0,0,2,0,DEF,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Government-Aided Autonomous,02020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",28,0202089610,Textile Technology,30,28,0,0,2,0,EWS,,,,,,,,,,,,,,,,,,,3
